Order_Date,Order_DateN,Date,Year,Quarter,Quarter_Name,Month,Month_Name,Month_Name_Short,Week_Number,Weekday,Weekday_Name,Weekday_Name_Short
10/30/2013,2013-10-30,2013-10-30,2013.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
12/30/2014,2014-12-30,2014-12-30,2014.0,4,Q4,12,December,Dec,1,2,Tuesday,Tue
08-Feb-13 12:00:00 AM,2013-02-08,2013-02-08,2013.0,1,Q1,2,February,Feb,6,5,Friday,Fri
9/15/2012,2012-09-15,2012-09-15,2012.0,3,Q3,9,September,Sep,37,6,Saturday,Sat
08-Nov-14 12:00:00 AM,2014-11-08,2014-11-08,2014.0,4,Q4,11,November,Nov,45,6,Saturday,Sat
10/20/2014,2014-10-20,2014-10-20,2014.0,4,Q4,10,October,Oct,43,1,Monday,Mon
11/19/2014,2014-11-19,2014-11-19,2014.0,4,Q4,11,November,Nov,47,3,Wednesday,Wed
04-Sep-14 12:00:00 AM,2014-09-04,2014-09-04,2014.0,3,Q3,9,September,Sep,36,4,Thursday,Thu
11-Dec-12 12:00:00 AM,2012-12-11,2012-12-11,2012.0,4,Q4,12,December,Dec,50,2,Tuesday,Tue
09-Nov-11 12:00:00 AM,2011-11-09,2011-11-09,2011.0,4,Q4,11,November,Nov,45,3,Wednesday,Wed
05-Mar-11 12:00:00 AM,2011-03-05,2011-03-05,2011.0,1,Q1,3,March,Mar,9,6,Saturday,Sat
11-Dec-13 12:00:00 AM,2013-12-11,2013-12-11,2013.0,4,Q4,12,December,Dec,50,3,Wednesday,Wed
6/17/2011,2011-06-17,2011-06-17,2011.0,2,Q2,6,June,Jun,24,5,Friday,Fri
03-Jun-13 12:00:00 AM,2013-06-03,2013-06-03,2013.0,2,Q2,6,June,Jun,23,1,Monday,Mon
01-Sep-14 12:00:00 AM,2014-09-01,2014-09-01,2014.0,3,Q3,9,September,Sep,36,1,Monday,Mon
11/14/2014,2014-11-14,2014-11-14,2014.0,4,Q4,11,November,Nov,46,5,Friday,Fri
9/28/2011,2011-09-28,2011-09-28,2011.0,3,Q3,9,September,Sep,39,3,Wednesday,Wed
04-Feb-11 12:00:00 AM,2011-02-04,2011-02-04,2011.0,1,Q1,2,February,Feb,5,5,Friday,Fri
1/26/2011,2011-01-26,2011-01-26,2011.0,1,Q1,1,January,Jan,4,3,Wednesday,Wed
10-Aug-12 12:00:00 AM,2012-08-10,2012-08-10,2012.0,3,Q3,8,August,Aug,32,5,Friday,Fri
6/13/2013,2013-06-13,2013-06-13,2013.0,2,Q2,6,June,Jun,24,4,Thursday,Thu
10-Feb-13 12:00:00 AM,2013-02-10,2013-02-10,2013.0,1,Q1,2,February,Feb,6,7,Sunday,Sun
6/22/2012,2012-06-22,2012-06-22,2012.0,2,Q2,6,June,Jun,25,5,Friday,Fri
09-Aug-14 12:00:00 AM,2014-08-09,2014-08-09,2014.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
12/18/2013,2013-12-18,2013-12-18,2013.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
3/13/2012,2012-03-13,2012-03-13,2012.0,1,Q1,3,March,Mar,11,2,Tuesday,Tue
8/23/2012,2012-08-23,2012-08-23,2012.0,3,Q3,8,August,Aug,34,4,Thursday,Thu
09-Mar-12 12:00:00 AM,2012-03-09,2012-03-09,2012.0,1,Q1,3,March,Mar,10,5,Friday,Fri
04-Feb-14 12:00:00 AM,2014-02-04,2014-02-04,2014.0,1,Q1,2,February,Feb,6,2,Tuesday,Tue
1/16/2012,2012-01-16,2012-01-16,2012.0,1,Q1,1,January,Jan,3,1,Monday,Mon
01-Oct-13 12:00:00 AM,2013-10-01,2013-10-01,2013.0,4,Q4,10,October,Oct,40,2,Tuesday,Tue
10/29/2014,2014-10-29,2014-10-29,2014.0,4,Q4,10,October,Oct,44,3,Wednesday,Wed
10/15/2013,2013-10-15,2013-10-15,2013.0,4,Q4,10,October,Oct,42,2,Tuesday,Tue
9/24/2011,2011-09-24,2011-09-24,2011.0,3,Q3,9,September,Sep,38,6,Saturday,Sat
04-Jun-13 12:00:00 AM,2013-06-04,2013-06-04,2013.0,2,Q2,6,June,Jun,23,2,Tuesday,Tue
05-Oct-11 12:00:00 AM,2011-10-05,2011-10-05,2011.0,4,Q4,10,October,Oct,40,3,Wednesday,Wed
11/18/2014,2014-11-18,2014-11-18,2014.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
8/15/2012,2012-08-15,2012-08-15,2012.0,3,Q3,8,August,Aug,33,3,Wednesday,Wed
8/24/2013,2013-08-24,2013-08-24,2013.0,3,Q3,8,August,Aug,34,6,Saturday,Sat
05-Jan-12 12:00:00 AM,2012-01-05,2012-01-05,2012.0,1,Q1,1,January,Jan,1,4,Thursday,Thu
6/22/2011,2011-06-22,2011-06-22,2011.0,2,Q2,6,June,Jun,25,3,Wednesday,Wed
12-Sep-14 12:00:00 AM,2014-09-12,2014-09-12,2014.0,3,Q3,9,September,Sep,37,5,Friday,Fri
4/13/2012,2012-04-13,2012-04-13,2012.0,2,Q2,4,April,Apr,15,5,Friday,Fri
12/29/2014,2014-12-29,2014-12-29,2014.0,4,Q4,12,December,Dec,1,1,Monday,Mon
11-Jan-11 12:00:00 AM,2011-01-11,2011-01-11,2011.0,1,Q1,1,January,Jan,2,2,Tuesday,Tue
06-May-12 12:00:00 AM,2012-05-06,2012-05-06,2012.0,2,Q2,5,May,May,18,7,Sunday,Sun
9/24/2013,2013-09-24,2013-09-24,2013.0,3,Q3,9,September,Sep,39,2,Tuesday,Tue
1/25/2014,2014-01-25,2014-01-25,2014.0,1,Q1,1,January,Jan,4,6,Saturday,Sat
4/23/2014,2014-04-23,2014-04-23,2014.0,2,Q2,4,April,Apr,17,3,Wednesday,Wed
06-Mar-13 12:00:00 AM,2013-03-06,2013-03-06,2013.0,1,Q1,3,March,Mar,10,3,Wednesday,Wed
09-May-12 12:00:00 AM,2012-05-09,2012-05-09,2012.0,2,Q2,5,May,May,19,3,Wednesday,Wed
11-Apr-14 12:00:00 AM,2014-04-11,2014-04-11,2014.0,2,Q2,4,April,Apr,15,5,Friday,Fri
12-Aug-14 12:00:00 AM,2014-08-12,2014-08-12,2014.0,3,Q3,8,August,Aug,33,2,Tuesday,Tue
6/18/2013,2013-06-18,2013-06-18,2013.0,2,Q2,6,June,Jun,25,2,Tuesday,Tue
4/28/2012,2012-04-28,2012-04-28,2012.0,2,Q2,4,April,Apr,17,6,Saturday,Sat
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
03-Nov-14 12:00:00 AM,2014-11-03,2014-11-03,2014.0,4,Q4,11,November,Nov,45,1,Monday,Mon
12/19/2013,2013-12-19,2013-12-19,2013.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
9/14/2011,2011-09-14,2011-09-14,2011.0,3,Q3,9,September,Sep,37,3,Wednesday,Wed
5/31/2011,2011-05-31,2011-05-31,2011.0,2,Q2,5,May,May,22,2,Tuesday,Tue
11-Aug-12 12:00:00 AM,2012-08-11,2012-08-11,2012.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
12/26/2014,2014-12-26,2014-12-26,2014.0,4,Q4,12,December,Dec,52,5,Friday,Fri
7/16/2014,2014-07-16,2014-07-16,2014.0,3,Q3,7,July,Jul,29,3,Wednesday,Wed
12/18/2012,2012-12-18,2012-12-18,2012.0,4,Q4,12,December,Dec,51,2,Tuesday,Tue
6/20/2011,2011-06-20,2011-06-20,2011.0,2,Q2,6,June,Jun,25,1,Monday,Mon
5/18/2013,2013-05-18,2013-05-18,2013.0,2,Q2,5,May,May,20,6,Saturday,Sat
9/30/2014,2014-09-30,2014-09-30,2014.0,3,Q3,9,September,Sep,40,2,Tuesday,Tue
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
11/30/2012,2012-11-30,2012-11-30,2012.0,4,Q4,11,November,Nov,48,5,Friday,Fri
05-Jul-13 12:00:00 AM,2013-07-05,2013-07-05,2013.0,3,Q3,7,July,Jul,27,5,Friday,Fri
12-Aug-14 12:00:00 AM,2014-08-12,2014-08-12,2014.0,3,Q3,8,August,Aug,33,2,Tuesday,Tue
11-Oct-11 12:00:00 AM,2011-10-11,2011-10-11,2011.0,4,Q4,10,October,Oct,41,2,Tuesday,Tue
7/30/2014,2014-07-30,2014-07-30,2014.0,3,Q3,7,July,Jul,31,3,Wednesday,Wed
10/20/2011,2011-10-20,2011-10-20,2011.0,4,Q4,10,October,Oct,42,4,Thursday,Thu
01-Mar-11 12:00:00 AM,2011-03-01,2011-03-01,2011.0,1,Q1,3,March,Mar,9,2,Tuesday,Tue
11-Jun-13 12:00:00 AM,2013-06-11,2013-06-11,2013.0,2,Q2,6,June,Jun,24,2,Tuesday,Tue
5/17/2013,2013-05-17,2013-05-17,2013.0,2,Q2,5,May,May,20,5,Friday,Fri
10/31/2014,2014-10-31,2014-10-31,2014.0,4,Q4,10,October,Oct,44,5,Friday,Fri
8/27/2013,2013-08-27,2013-08-27,2013.0,3,Q3,8,August,Aug,35,2,Tuesday,Tue
1/24/2013,2013-01-24,2013-01-24,2013.0,1,Q1,1,January,Jan,4,4,Thursday,Thu
1/30/2012,2012-01-30,2012-01-30,2012.0,1,Q1,1,January,Jan,5,1,Monday,Mon
12-Feb-13 12:00:00 AM,2013-02-12,2013-02-12,2013.0,1,Q1,2,February,Feb,7,2,Tuesday,Tue
11/26/2011,2011-11-26,2011-11-26,2011.0,4,Q4,11,November,Nov,47,6,Saturday,Sat
5/28/2013,2013-05-28,2013-05-28,2013.0,2,Q2,5,May,May,22,2,Tuesday,Tue
06-May-14 12:00:00 AM,2014-05-06,2014-05-06,2014.0,2,Q2,5,May,May,19,2,Tuesday,Tue
7/22/2013,2013-07-22,2013-07-22,2013.0,3,Q3,7,July,Jul,30,1,Monday,Mon
12-Mar-14 12:00:00 AM,2014-03-12,2014-03-12,2014.0,1,Q1,3,March,Mar,11,3,Wednesday,Wed
11/29/2013,2013-11-29,2013-11-29,2013.0,4,Q4,11,November,Nov,48,5,Friday,Fri
11-Apr-14 12:00:00 AM,2014-04-11,2014-04-11,2014.0,2,Q2,4,April,Apr,15,5,Friday,Fri
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
8/18/2014,2014-08-18,2014-08-18,2014.0,3,Q3,8,August,Aug,34,1,Monday,Mon
06-Aug-11 12:00:00 AM,2011-08-06,2011-08-06,2011.0,3,Q3,8,August,Aug,31,6,Saturday,Sat
11/28/2014,2014-11-28,2014-11-28,2014.0,4,Q4,11,November,Nov,48,5,Friday,Fri
10/16/2011,2011-10-16,2011-10-16,2011.0,4,Q4,10,October,Oct,41,7,Sunday,Sun
01-Aug-11 12:00:00 AM,2011-08-01,2011-08-01,2011.0,3,Q3,8,August,Aug,31,1,Monday,Mon
12-Sep-13 12:00:00 AM,2013-09-12,2013-09-12,2013.0,3,Q3,9,September,Sep,37,4,Thursday,Thu
01-May-12 12:00:00 AM,2012-05-01,2012-05-01,2012.0,2,Q2,5,May,May,18,2,Tuesday,Tue
4/26/2014,2014-04-26,2014-04-26,2014.0,2,Q2,4,April,Apr,17,6,Saturday,Sat
07-Apr-13 12:00:00 AM,2013-04-07,2013-04-07,2013.0,2,Q2,4,April,Apr,14,7,Sunday,Sun
2/20/2013,2013-02-20,2013-02-20,2013.0,1,Q1,2,February,Feb,8,3,Wednesday,Wed
05-Nov-14 12:00:00 AM,2014-11-05,2014-11-05,2014.0,4,Q4,11,November,Nov,45,3,Wednesday,Wed
06-Nov-13 12:00:00 AM,2013-11-06,2013-11-06,2013.0,4,Q4,11,November,Nov,45,3,Wednesday,Wed
06-Jul-13 12:00:00 AM,2013-07-06,2013-07-06,2013.0,3,Q3,7,July,Jul,27,6,Saturday,Sat
3/13/2013,2013-03-13,2013-03-13,2013.0,1,Q1,3,March,Mar,11,3,Wednesday,Wed
12-Feb-14 12:00:00 AM,2014-02-12,2014-02-12,2014.0,1,Q1,2,February,Feb,7,3,Wednesday,Wed
6/17/2013,2013-06-17,2013-06-17,2013.0,2,Q2,6,June,Jun,25,1,Monday,Mon
11-Jul-14 12:00:00 AM,2014-07-11,2014-07-11,2014.0,3,Q3,7,July,Jul,28,5,Friday,Fri
9/20/2013,2013-09-20,2013-09-20,2013.0,3,Q3,9,September,Sep,38,5,Friday,Fri
9/19/2014,2014-09-19,2014-09-19,2014.0,3,Q3,9,September,Sep,38,5,Friday,Fri
11/13/2014,2014-11-13,2014-11-13,2014.0,4,Q4,11,November,Nov,46,4,Thursday,Thu
06-Aug-13 12:00:00 AM,2013-08-06,2013-08-06,2013.0,3,Q3,8,August,Aug,32,2,Tuesday,Tue
12/15/2011,2011-12-15,2011-12-15,2011.0,4,Q4,12,December,Dec,50,4,Thursday,Thu
10/15/2012,2012-10-15,2012-10-15,2012.0,4,Q4,10,October,Oct,42,1,Monday,Mon
4/26/2012,2012-04-26,2012-04-26,2012.0,2,Q2,4,April,Apr,17,4,Thursday,Thu
6/15/2012,2012-06-15,2012-06-15,2012.0,2,Q2,6,June,Jun,24,5,Friday,Fri
8/18/2012,2012-08-18,2012-08-18,2012.0,3,Q3,8,August,Aug,33,6,Saturday,Sat
11/20/2012,2012-11-20,2012-11-20,2012.0,4,Q4,11,November,Nov,47,2,Tuesday,Tue
1/28/2014,2014-01-28,2014-01-28,2014.0,1,Q1,1,January,Jan,5,2,Tuesday,Tue
10/15/2012,2012-10-15,2012-10-15,2012.0,4,Q4,10,October,Oct,42,1,Monday,Mon
10-Oct-12 12:00:00 AM,2012-10-10,2012-10-10,2012.0,4,Q4,10,October,Oct,41,3,Wednesday,Wed
01-Dec-13 12:00:00 AM,2013-12-01,2013-12-01,2013.0,4,Q4,12,December,Dec,48,7,Sunday,Sun
03-Jan-13 12:00:00 AM,2013-01-03,2013-01-03,2013.0,1,Q1,1,January,Jan,1,4,Thursday,Thu
5/28/2012,2012-05-28,2012-05-28,2012.0,2,Q2,5,May,May,22,1,Monday,Mon
10/23/2013,2013-10-23,2013-10-23,2013.0,4,Q4,10,October,Oct,43,3,Wednesday,Wed
11-May-14 12:00:00 AM,2014-05-11,2014-05-11,2014.0,2,Q2,5,May,May,19,7,Sunday,Sun
8/24/2012,2012-08-24,2012-08-24,2012.0,3,Q3,8,August,Aug,34,5,Friday,Fri
1/25/2011,2011-01-25,2011-01-25,2011.0,1,Q1,1,January,Jan,4,2,Tuesday,Tue
11/27/2014,2014-11-27,2014-11-27,2014.0,4,Q4,11,November,Nov,48,4,Thursday,Thu
12-Aug-11 12:00:00 AM,2011-08-12,2011-08-12,2011.0,3,Q3,8,August,Aug,32,5,Friday,Fri
9/14/2013,2013-09-14,2013-09-14,2013.0,3,Q3,9,September,Sep,37,6,Saturday,Sat
11/22/2012,2012-11-22,2012-11-22,2012.0,4,Q4,11,November,Nov,47,4,Thursday,Thu
4/20/2011,2011-04-20,2011-04-20,2011.0,2,Q2,4,April,Apr,16,3,Wednesday,Wed
12/19/2011,2011-12-19,2011-12-19,2011.0,4,Q4,12,December,Dec,51,1,Monday,Mon
11/22/2014,2014-11-22,2014-11-22,2014.0,4,Q4,11,November,Nov,47,6,Saturday,Sat
4/25/2014,2014-04-25,2014-04-25,2014.0,2,Q2,4,April,Apr,17,5,Friday,Fri
02-Jul-11 12:00:00 AM,2011-07-02,2011-07-02,2011.0,3,Q3,7,July,Jul,26,6,Saturday,Sat
09-Mar-14 12:00:00 AM,2014-03-09,2014-03-09,2014.0,1,Q1,3,March,Mar,10,7,Sunday,Sun
6/13/2014,2014-06-13,2014-06-13,2014.0,2,Q2,6,June,Jun,24,5,Friday,Fri
12/19/2012,2012-12-19,2012-12-19,2012.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
5/31/2012,2012-05-31,2012-05-31,2012.0,2,Q2,5,May,May,22,4,Thursday,Thu
6/29/2012,2012-06-29,2012-06-29,2012.0,2,Q2,6,June,Jun,26,5,Friday,Fri
03-Apr-13 12:00:00 AM,2013-04-03,2013-04-03,2013.0,2,Q2,4,April,Apr,14,3,Wednesday,Wed
05-Sep-13 12:00:00 AM,2013-09-05,2013-09-05,2013.0,3,Q3,9,September,Sep,36,4,Thursday,Thu
6/26/2014,2014-06-26,2014-06-26,2014.0,2,Q2,6,June,Jun,26,4,Thursday,Thu
11/28/2012,2012-11-28,2012-11-28,2012.0,4,Q4,11,November,Nov,48,3,Wednesday,Wed
4/29/2013,2013-04-29,2013-04-29,2013.0,2,Q2,4,April,Apr,18,1,Monday,Mon
5/31/2013,2013-05-31,2013-05-31,2013.0,2,Q2,5,May,May,22,5,Friday,Fri
06-Jan-12 12:00:00 AM,2012-01-06,2012-01-06,2012.0,1,Q1,1,January,Jan,1,5,Friday,Fri
8/15/2011,2011-08-15,2011-08-15,2011.0,3,Q3,8,August,Aug,33,1,Monday,Mon
04-Jul-11 12:00:00 AM,2011-07-04,2011-07-04,2011.0,3,Q3,7,July,Jul,27,1,Monday,Mon
1/20/2014,2014-01-20,2014-01-20,2014.0,1,Q1,1,January,Jan,4,1,Monday,Mon
11/24/2014,2014-11-24,2014-11-24,2014.0,4,Q4,11,November,Nov,48,1,Monday,Mon
9/16/2014,2014-09-16,2014-09-16,2014.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
6/26/2012,2012-06-26,2012-06-26,2012.0,2,Q2,6,June,Jun,26,2,Tuesday,Tue
7/24/2012,2012-07-24,2012-07-24,2012.0,3,Q3,7,July,Jul,30,2,Tuesday,Tue
11/13/2012,2012-11-13,2012-11-13,2012.0,4,Q4,11,November,Nov,46,2,Tuesday,Tue
6/17/2012,2012-06-17,2012-06-17,2012.0,2,Q2,6,June,Jun,24,7,Sunday,Sun
2/26/2014,2014-02-26,2014-02-26,2014.0,1,Q1,2,February,Feb,9,3,Wednesday,Wed
11-Aug-12 12:00:00 AM,2012-08-11,2012-08-11,2012.0,3,Q3,8,August,Aug,32,6,Saturday,Sat
1/22/2013,2013-01-22,2013-01-22,2013.0,1,Q1,1,January,Jan,4,2,Tuesday,Tue
6/15/2014,2014-06-15,2014-06-15,2014.0,2,Q2,6,June,Jun,24,7,Sunday,Sun
5/20/2014,2014-05-20,2014-05-20,2014.0,2,Q2,5,May,May,21,2,Tuesday,Tue
01-Aug-14 12:00:00 AM,2014-08-01,2014-08-01,2014.0,3,Q3,8,August,Aug,31,5,Friday,Fri
05-Jun-14 12:00:00 AM,2014-06-05,2014-06-05,2014.0,2,Q2,6,June,Jun,23,4,Thursday,Thu
9/18/2014,2014-09-18,2014-09-18,2014.0,3,Q3,9,September,Sep,38,4,Thursday,Thu
6/27/2011,2011-06-27,2011-06-27,2011.0,2,Q2,6,June,Jun,26,1,Monday,Mon
3/26/2014,2014-03-26,2014-03-26,2014.0,1,Q1,3,March,Mar,13,3,Wednesday,Wed
5/16/2013,2013-05-16,2013-05-16,2013.0,2,Q2,5,May,May,20,4,Thursday,Thu
02-Aug-13 12:00:00 AM,2013-08-02,2013-08-02,2013.0,3,Q3,8,August,Aug,31,5,Friday,Fri
8/16/2012,2012-08-16,2012-08-16,2012.0,3,Q3,8,August,Aug,33,4,Thursday,Thu
4/24/2012,2012-04-24,2012-04-24,2012.0,2,Q2,4,April,Apr,17,2,Tuesday,Tue
6/25/2012,2012-06-25,2012-06-25,2012.0,2,Q2,6,June,Jun,26,1,Monday,Mon
02-Sep-12 12:00:00 AM,2012-09-02,2012-09-02,2012.0,3,Q3,9,September,Sep,35,7,Sunday,Sun
04-Aug-13 12:00:00 AM,2013-08-04,2013-08-04,2013.0,3,Q3,8,August,Aug,31,7,Sunday,Sun
3/16/2012,2012-03-16,2012-03-16,2012.0,1,Q1,3,March,Mar,11,5,Friday,Fri
11/14/2011,2011-11-14,2011-11-14,2011.0,4,Q4,11,November,Nov,46,1,Monday,Mon
7/20/2011,2011-07-20,2011-07-20,2011.0,3,Q3,7,July,Jul,29,3,Wednesday,Wed
04-Feb-13 12:00:00 AM,2013-02-04,2013-02-04,2013.0,1,Q1,2,February,Feb,6,1,Monday,Mon
09-Nov-12 12:00:00 AM,2012-11-09,2012-11-09,2012.0,4,Q4,11,November,Nov,45,5,Friday,Fri
04-Aug-14 12:00:00 AM,2014-08-04,2014-08-04,2014.0,3,Q3,8,August,Aug,32,1,Monday,Mon
1/16/2012,2012-01-16,2012-01-16,2012.0,1,Q1,1,January,Jan,3,1,Monday,Mon
10/20/2012,2012-10-20,2012-10-20,2012.0,4,Q4,10,October,Oct,42,6,Saturday,Sat
07-May-11 12:00:00 AM,2011-05-07,2011-05-07,2011.0,2,Q2,5,May,May,18,6,Saturday,Sat
11/23/2012,2012-11-23,2012-11-23,2012.0,4,Q4,11,November,Nov,47,5,Friday,Fri
6/29/2013,2013-06-29,2013-06-29,2013.0,2,Q2,6,June,Jun,26,6,Saturday,Sat
12/18/2013,2013-12-18,2013-12-18,2013.0,4,Q4,12,December,Dec,51,3,Wednesday,Wed
8/19/2014,2014-08-19,2014-08-19,2014.0,3,Q3,8,August,Aug,34,2,Tuesday,Tue
12/22/2011,2011-12-22,2011-12-22,2011.0,4,Q4,12,December,Dec,51,4,Thursday,Thu
8/24/2011,2011-08-24,2011-08-24,2011.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
4/28/2011,2011-04-28,2011-04-28,2011.0,2,Q2,4,April,Apr,17,4,Thursday,Thu
2/26/2011,2011-02-26,2011-02-26,2011.0,1,Q1,2,February,Feb,8,6,Saturday,Sat
06-Apr-14 12:00:00 AM,2014-04-06,2014-04-06,2014.0,2,Q2,4,April,Apr,14,7,Sunday,Sun
7/24/2012,2012-07-24,2012-07-24,2012.0,3,Q3,7,July,Jul,30,2,Tuesday,Tue
02-Mar-14 12:00:00 AM,2014-03-02,2014-03-02,2014.0,1,Q1,3,March,Mar,9,7,Sunday,Sun
09-Nov-13 12:00:00 AM,2013-11-09,2013-11-09,2013.0,4,Q4,11,November,Nov,45,6,Saturday,Sat
6/19/2014,2014-06-19,2014-06-19,2014.0,2,Q2,6,June,Jun,25,4,Thursday,Thu
8/28/2014,2014-08-28,2014-08-28,2014.0,3,Q3,8,August,Aug,35,4,Thursday,Thu
7/25/2013,2013-07-25,2013-07-25,2013.0,3,Q3,7,July,Jul,30,4,Thursday,Thu
12/24/2012,2012-12-24,2012-12-24,2012.0,4,Q4,12,December,Dec,52,1,Monday,Mon
1/29/2014,2014-01-29,2014-01-29,2014.0,1,Q1,1,January,Jan,5,3,Wednesday,Wed
6/28/2013,2013-06-28,2013-06-28,2013.0,2,Q2,6,June,Jun,26,5,Friday,Fri
6/28/2014,2014-06-28,2014-06-28,2014.0,2,Q2,6,June,Jun,26,6,Saturday,Sat
06-Mar-13 12:00:00 AM,2013-03-06,2013-03-06,2013.0,1,Q1,3,March,Mar,10,3,Wednesday,Wed
9/24/2012,2012-09-24,2012-09-24,2012.0,3,Q3,9,September,Sep,39,1,Monday,Mon
12/28/2013,2013-12-28,2013-12-28,2013.0,4,Q4,12,December,Dec,52,6,Saturday,Sat
7/16/2014,2014-07-16,2014-07-16,2014.0,3,Q3,7,July,Jul,29,3,Wednesday,Wed
6/14/2013,2013-06-14,2013-06-14,2013.0,2,Q2,6,June,Jun,24,5,Friday,Fri
7/22/2013,2013-07-22,2013-07-22,2013.0,3,Q3,7,July,Jul,30,1,Monday,Mon
09-Feb-13 12:00:00 AM,2013-02-09,2013-02-09,2013.0,1,Q1,2,February,Feb,6,6,Saturday,Sat
8/25/2011,2011-08-25,2011-08-25,2011.0,3,Q3,8,August,Aug,34,4,Thursday,Thu
8/22/2013,2013-08-22,2013-08-22,2013.0,3,Q3,8,August,Aug,34,4,Thursday,Thu
8/31/2011,2011-08-31,2011-08-31,2011.0,3,Q3,8,August,Aug,35,3,Wednesday,Wed
07-Feb-13 12:00:00 AM,2013-02-07,2013-02-07,2013.0,1,Q1,2,February,Feb,6,4,Thursday,Thu
09-Jan-14 12:00:00 AM,2014-01-09,2014-01-09,2014.0,1,Q1,1,January,Jan,2,4,Thursday,Thu
3/27/2012,2012-03-27,2012-03-27,2012.0,1,Q1,3,March,Mar,13,2,Tuesday,Tue
7/19/2013,2013-07-19,2013-07-19,2013.0,3,Q3,7,July,Jul,29,5,Friday,Fri
04-Jul-12 12:00:00 AM,2012-07-04,2012-07-04,2012.0,3,Q3,7,July,Jul,27,3,Wednesday,Wed
9/20/2011,2011-09-20,2011-09-20,2011.0,3,Q3,9,September,Sep,38,2,Tuesday,Tue
12-Feb-14 12:00:00 AM,2014-02-12,2014-02-12,2014.0,1,Q1,2,February,Feb,7,3,Wednesday,Wed
10-Jul-11 12:00:00 AM,2011-07-10,2011-07-10,2011.0,3,Q3,7,July,Jul,27,7,Sunday,Sun
8/22/2012,2012-08-22,2012-08-22,2012.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
9/26/2013,2013-09-26,2013-09-26,2013.0,3,Q3,9,September,Sep,39,4,Thursday,Thu
05-Oct-14 12:00:00 AM,2014-10-05,2014-10-05,2014.0,4,Q4,10,October,Oct,40,7,Sunday,Sun
12/23/2014,2014-12-23,2014-12-23,2014.0,4,Q4,12,December,Dec,52,2,Tuesday,Tue
12/15/2014,2014-12-15,2014-12-15,2014.0,4,Q4,12,December,Dec,51,1,Monday,Mon
2/13/2012,2012-02-13,2012-02-13,2012.0,1,Q1,2,February,Feb,7,1,Monday,Mon
12/26/2014,2014-12-26,2014-12-26,2014.0,4,Q4,12,December,Dec,52,5,Friday,Fri
02-Jan-11 12:00:00 AM,2011-01-02,2011-01-02,2011.0,1,Q1,1,January,Jan,52,7,Sunday,Sun
12-Nov-14 12:00:00 AM,2014-11-12,2014-11-12,2014.0,4,Q4,11,November,Nov,46,3,Wednesday,Wed
08-Dec-11 12:00:00 AM,2011-12-08,2011-12-08,2011.0,4,Q4,12,December,Dec,49,4,Thursday,Thu
07-Sep-13 12:00:00 AM,2013-09-07,2013-09-07,2013.0,3,Q3,9,September,Sep,36,6,Saturday,Sat
9/21/2013,2013-09-21,2013-09-21,2013.0,3,Q3,9,September,Sep,38,6,Saturday,Sat
1/27/2012,2012-01-27,2012-01-27,2012.0,1,Q1,1,January,Jan,4,5,Friday,Fri
9/15/2012,2012-09-15,2012-09-15,2012.0,3,Q3,9,September,Sep,37,6,Saturday,Sat
11/21/2014,2014-11-21,2014-11-21,2014.0,4,Q4,11,November,Nov,47,5,Friday,Fri
10-Apr-14 12:00:00 AM,2014-04-10,2014-04-10,2014.0,2,Q2,4,April,Apr,15,4,Thursday,Thu
05-Jan-12 12:00:00 AM,2012-01-05,2012-01-05,2012.0,1,Q1,1,January,Jan,1,4,Thursday,Thu
11/21/2011,2011-11-21,2011-11-21,2011.0,4,Q4,11,November,Nov,47,1,Monday,Mon
11/28/2011,2011-11-28,2011-11-28,2011.0,4,Q4,11,November,Nov,48,1,Monday,Mon
8/20/2014,2014-08-20,2014-08-20,2014.0,3,Q3,8,August,Aug,34,3,Wednesday,Wed
11-Feb-13 12:00:00 AM,2013-02-11,2013-02-11,2013.0,1,Q1,2,February,Feb,7,1,Monday,Mon
06-Apr-12 12:00:00 AM,2012-04-06,2012-04-06,2012.0,2,Q2,4,April,Apr,14,5,Friday,Fri
10-Apr-11 12:00:00 AM,2011-04-10,2011-04-10,2011.0,2,Q2,4,April,Apr,14,7,Sunday,Sun
05-Dec-12 12:00:00 AM,2012-12-05,2012-12-05,2012.0,4,Q4,12,December,Dec,49,3,Wednesday,Wed
8/28/2014,2014-08-28,2014-08-28,2014.0,3,Q3,8,August,Aug,35,4,Thursday,Thu
7/30/2012,2012-07-30,2012-07-30,2012.0,3,Q3,7,July,Jul,31,1,Monday,Mon
